Destination,Location,Cost,Duration,Category,Rating
Agra,Ladakh,9087.5,7,City,4.2
Goa,Goa,11369.0,4,Adventure,4.2
Pune,Delhi,6489.0,4,City,4.2
Mumbai,Goa,8589.0,4,Beach,4.2
Jaipur,Kerala,10203.0,4,Nature,4.2
Ladakh,Delhi,9087.5,7,Adventure,4.2
Mumbai,Maharashtra,9087.5,7,Adventure,3.5
Delhi,Up,5533.0,4,Mountain,3.6
Delhi,Delhi,9087.5,1,Beach,3.8
Ladakh,Ladakh,8562.0,4,Nature,4.2
Shimla,Ladakh,9996.0,2,City,3.7
Kerala,Maharashtra,10097.0,4,Adventure,4.1
Kerala,Delhi,9087.5,4,Adventure,3.8
Manali,Himachal,7261.0,4,City,4.2
Goa,Ladakh,14834.0,4,Nature,4.2
Ladakh,Up,9087.5,5,City,4.2
Kerala,Up,4134.0,4,Adventure,4.6
Mumbai,Rajasthan,9087.5,4,City,3.6
Pune,Himachal,8218.0,4,City,4.2
Shimla,Up,9087.5,4,City,4.6
Manali,Ladakh,4704.0,3,Adventure,4.2
Agra,Maharashtra,4587.0,4,City,4.2
Manali,Himachal,7127.0,4,Historical,3.6
Manali,Up,9087.5,4,Nature,4.2
Ladakh,Himachal,7235.0,4,Mountain,4.2
Kerala,Kerala,9087.5,5,City,4.2
Pune,Ladakh,9087.5,7,Nature,4.7
Shimla,Delhi,6430.0,4,Historical,4.2
Pune,Up,9087.5,2,Historical,4.2
Delhi,Himachal,6325.0,4,Historical,4.6
Kerala,Delhi,3760.0,5,Nature,4.7
Manali,Delhi,14044.0,6,Nature,4.2
Shimla,Rajasthan,9087.5,6,Adventure,4.2
Kerala,Goa,12779.0,1,City,4.2
Pune,Delhi,9087.5,4,Historical,4.2
Kerala,Rajasthan,9087.5,4,Historical,3.7
Mumbai,Ladakh,9087.5,6,City,4.3
Shimla,Delhi,9087.5,1,Adventure,4.2
Mumbai,Up,13778.0,4,Mountain,4.5
Goa,Delhi,9087.5,4,Historical,4.2
Kerala,Ladakh,11666.0,7,City,4.2
Mumbai,Ladakh,7114.0,4,City,4.3
Ladakh,Delhi,9087.5,4,Mountain,4.0
Manali,Up,3411.0,6,Nature,4.2
Jaipur,Delhi,9087.5,4,City,4.8
Ladakh,Kerala,9087.5,1,Historical,4.2
Shimla,Kerala,8289.0,4,City,3.6
Manali,Rajasthan,9087.5,3,Historical,4.2
Agra,Goa,9087.5,5,Historical,4.4
Manali,Rajasthan,8244.0,6,City,4.2
Ladakh,Rajasthan,9087.5,5,Adventure,4.2
Agra,Goa,3830.0,6,City,4.1
Goa,Ladakh,6431.0,2,Adventure,4.1
Mumbai,Himachal,3128.0,1,Historical,3.6
Manali,Goa,11332.0,4,Historical,4.2
Delhi,Maharashtra,9087.5,4,Historical,4.2
Pune,Ladakh,3843.0,4,Historical,4.2
Jaipur,Maharashtra,9087.5,4,Beach,4.2
Kerala,Delhi,9087.5,3,Historical,4.2
Ladakh,Goa,6002.0,2,Mountain,4.2
Ladakh,Delhi,9087.5,5,Historical,4.2
Mumbai,Himachal,14044.0,4,Historical,4.6
Jaipur,Himachal,11019.0,4,City,4.7
Jaipur,Up,9087.5,6,Adventure,4.8
Goa,Ladakh,9087.5,2,City,4.2
Shimla,Kerala,6308.0,4,Adventure,4.2
Manali,Kerala,3481.0,2,City,4.2
Mumbai,Kerala,12292.0,4,City,4.5
Goa,Kerala,14746.0,4,Historical,3.9
Goa,Ladakh,9087.5,7,Nature,4.2
Kerala,Up,8713.0,6,Historical,4.2
Ladakh,Delhi,4839.0,7,Beach,4.7
Delhi,Delhi,4148.0,4,City,4.2
Goa,Maharashtra,9087.5,4,City,4.2
Shimla,Goa,13064.0,3,City,4.2
Ladakh,Himachal,9087.5,2,Mountain,4.4
Delhi,Goa,14428.0,2,Beach,3.8
Delhi,Up,9087.5,4,Mountain,3.9
Agra,Rajasthan,9087.5,4,City,4.2
Agra,Ladakh,9087.5,1,City,4.6
Manali,Rajasthan,9087.5,6,Historical,4.2
Jaipur,Goa,13360.0,4,City,4.2
Kerala,Ladakh,4401.0,4,Historical,4.0
Jaipur,Kerala,9087.5,2,City,4.2
Manali,Kerala,7481.0,3,Beach,4.2
Jaipur,Ladakh,13240.0,4,Mountain,4.2
Manali,Ladakh,9087.5,4,Historical,4.2
Delhi,Ladakh,4347.0,4,Beach,4.6
Goa,Rajasthan,9087.5,4,City,4.2
Goa,Maharashtra,9087.5,4,City,4.3
Jaipur,Maharashtra,3520.0,4,Historical,4.2
Shimla,Goa,8665.0,2,Historical,4.2
Shimla,Goa,10596.0,5,Historical,3.9
Pune,Kerala,6807.0,4,City,4.6
Delhi,Goa,6699.0,2,City,4.2
Jaipur,Ladakh,9087.5,4,Nature,4.4
Shimla,Goa,9087.5,4,Nature,4.2
Goa,Goa,9087.5,4,Adventure,4.2
Jaipur,Delhi,9087.5,4,City,4.3
Ladakh,Kerala,12627.0,7,Nature,4.2
Delhi,Goa,10597.0,4,Beach,4.2
Delhi,Kerala,6561.0,6,Beach,4.6
Pune,Ladakh,9087.5,4,Historical,4.2
Kerala,Himachal,7253.0,2,Mountain,4.2
Manali,Goa,11384.0,2,Beach,3.9
Shimla,Maharashtra,4109.0,6,City,5.0
Delhi,Maharashtra,9974.0,3,Historical,4.6
Shimla,Goa,9087.5,1,Mountain,4.1
Agra,Himachal,9087.5,7,Historical,4.2
Ladakh,Maharashtra,4282.0,5,City,4.2
Goa,Himachal,9087.5,3,City,4.3
Jaipur,Himachal,9087.5,4,Historical,4.2
Manali,Ladakh,7018.0,1,Adventure,4.7
Delhi,Rajasthan,10530.0,4,Mountain,4.2
Agra,Himachal,12750.0,3,City,3.7
Goa,Kerala,13983.0,2,Adventure,4.2
Manali,Kerala,9087.5,4,Historical,4.2
Kerala,Himachal,9087.5,4,City,4.1
Delhi,Ladakh,9087.5,1,City,4.0
Agra,Ladakh,8695.0,4,Nature,4.2
Agra,Ladakh,14135.0,2,City,4.2
Shimla,Goa,9087.5,5,City,3.9
Shimla,Up,13465.0,2,Beach,4.2
Delhi,Himachal,9087.5,2,Nature,3.6
Goa,Himachal,13447.0,5,City,4.2
Mumbai,Up,10170.0,4,Historical,4.2
Delhi,Up,9087.5,6,Historical,4.2
Kerala,Rajasthan,10884.0,4,City,4.2
Goa,Maharashtra,9087.5,7,Nature,4.2
Manali,Delhi,6910.0,4,City,4.2
Manali,Rajasthan,14091.0,4,Beach,3.6
Goa,Up,4977.0,4,Historical,4.2
Ladakh,Maharashtra,3839.0,1,Historical,4.2
Mumbai,Himachal,3424.0,7,Mountain,4.2
Manali,Himachal,9087.5,5,Beach,3.5
Agra,Kerala,9087.5,2,Nature,4.4
Pune,Rajasthan,9113.0,4,Adventure,4.2
Ladakh,Kerala,9087.5,4,City,4.2
Kerala,Maharashtra,9087.5,5,City,4.4
Kerala,Ladakh,9346.0,4,Mountain,4.6
Ladakh,Up,3713.0,5,Nature,4.2
Ladakh,Himachal,9087.5,4,City,4.2
Goa,Goa,9621.0,4,City,4.2
Mumbai,Delhi,9087.5,4,City,4.2
Ladakh,Delhi,5631.0,4,Adventure,4.2
Agra,Himachal,13410.0,1,City,4.2
Mumbai,Goa,12563.0,2,Historical,4.2
Pune,Delhi,9087.5,4,Mountain,3.7
Mumbai,Up,9840.0,4,Nature,4.6
Mumbai,Delhi,9087.5,6,City,4.6
Ladakh,Maharashtra,9087.5,7,Historical,4.2
Kerala,Up,9087.5,4,Mountain,3.7
Kerala,Delhi,3214.0,4,Adventure,3.9
Manali,Delhi,3880.0,4,Historical,4.2
Pune,Maharashtra,12241.0,4,Beach,4.2
Goa,Goa,5970.0,2,Historical,4.2
Kerala,Ladakh,9087.5,4,Historical,4.2
Delhi,Maharashtra,9189.0,2,City,4.2
Manali,Goa,9087.5,4,City,4.2
Shimla,Himachal,9087.5,4,Mountain,4.6
Shimla,Delhi,5879.0,4,Mountain,4.2
Agra,Maharashtra,6827.0,4,Mountain,4.2
Manali,Up,9087.5,4,City,3.6
Delhi,Rajasthan,12602.0,2,City,4.4
Manali,Ladakh,12545.0,4,Nature,4.2
Delhi,Up,7143.0,4,Adventure,4.2
Kerala,Kerala,9087.5,7,Historical,4.2
Kerala,Ladakh,14593.0,1,Historical,4.0
Manali,Goa,9087.5,1,Nature,4.2
Kerala,Ladakh,9087.5,1,Adventure,4.2
Agra,Maharashtra,9087.5,4,Mountain,4.2
Pune,Goa,9087.5,4,City,3.6
Manali,Goa,9087.5,4,Adventure,3.5
Mumbai,Up,12049.0,5,Beach,4.2
Jaipur,Kerala,12513.0,4,Beach,3.9
Goa,Delhi,7998.0,4,Historical,4.2
Pune,Himachal,9087.5,4,City,4.6
Mumbai,Rajasthan,9087.5,6,Mountain,4.8
Agra,Kerala,14605.0,4,Historical,4.2
Jaipur,Delhi,6985.0,4,Nature,4.2
Shimla,Delhi,10459.0,2,Historical,4.0
Jaipur,Himachal,9087.5,4,Mountain,4.4
Kerala,Kerala,10833.0,4,Adventure,4.3
Agra,Maharashtra,9087.5,6,City,4.0
Delhi,Kerala,9087.5,4,City,5.0
Agra,Kerala,9087.5,1,Mountain,4.3
Ladakh,Rajasthan,8843.0,3,Historical,4.2
Mumbai,Delhi,14753.0,4,Adventure,4.2
Ladakh,Up,9087.5,4,Nature,4.2
Manali,Maharashtra,11342.0,7,City,4.9
Shimla,Goa,9635.0,2,City,4.2
Ladakh,Ladakh,5296.0,6,Historical,4.2
Kerala,Himachal,9087.5,2,Adventure,4.9
Agra,Up,9087.5,2,Mountain,4.2
Mumbai,Maharashtra,10744.0,4,Historical,4.2
Pune,Up,9113.0,4,Adventure,4.2
Ladakh,Delhi,13382.0,4,Mountain,4.2
Shimla,Maharashtra,9719.0,4,Beach,4.2
Goa,Kerala,9087.5,4,Nature,4.2
Delhi,Goa,9087.5,1,Beach,3.9
Agra,Rajasthan,9087.5,4,Adventure,4.2
Agra,Rajasthan,9087.5,3,Mountain,4.2
Ladakh,Rajasthan,6847.0,5,Adventure,4.2
Shimla,Up,9087.5,4,Historical,4.2
Mumbai,Delhi,8201.0,1,Historical,4.9
Manali,Maharashtra,9087.5,4,Beach,4.3
Shimla,Maharashtra,9087.5,3,City,4.3
Kerala,Himachal,9087.5,4,City,4.9
Goa,Kerala,3400.0,4,Nature,4.2
Agra,Up,9307.0,4,Nature,4.2
Shimla,Maharashtra,9087.5,4,City,4.2
Shimla,Delhi,9087.5,7,Beach,4.2
Pune,Ladakh,10359.0,7,Historical,4.2
Shimla,Delhi,9087.5,4,Beach,3.6
Jaipur,Delhi,9087.5,3,Historical,4.2
Shimla,Ladakh,9087.5,4,Historical,4.2
Manali,Goa,14177.0,4,Historical,4.2
Agra,Goa,13313.0,3,City,4.2
Pune,Himachal,9087.5,4,Adventure,4.2
Mumbai,Kerala,4681.0,4,Historical,4.2
Manali,Up,10607.0,4,Adventure,4.2
Kerala,Delhi,4146.0,4,City,4.3
Ladakh,Up,9087.5,4,Beach,4.2
Jaipur,Goa,9087.5,4,Adventure,4.4
Pune,Himachal,12590.0,4,Historical,4.2
Agra,Himachal,5452.0,5,Historical,4.2
Agra,Up,14488.0,4,Historical,5.0
Kerala,Delhi,9690.0,4,Nature,4.2
Manali,Delhi,7821.0,4,City,4.2
Mumbai,Rajasthan,9087.5,3,Adventure,4.2
Kerala,Kerala,9087.5,4,Beach,4.2
Kerala,Maharashtra,9087.5,5,Beach,4.5
Jaipur,Up,11686.0,3,City,3.8
Goa,Ladakh,9087.5,4,Historical,3.5
Agra,Up,13086.0,4,Beach,4.2
Agra,Goa,7129.0,4,Historical,4.1
Shimla,Delhi,11646.0,5,Historical,4.2
Mumbai,Up,9666.0,4,Historical,4.5
Agra,Up,9087.5,7,City,4.2
Jaipur,Up,13424.0,5,Adventure,3.7
Manali,Goa,9087.5,4,Beach,3.7
Manali,Up,9087.5,2,Mountain,4.2
Mumbai,Delhi,6404.0,4,Historical,3.5
Manali,Rajasthan,6766.0,7,Adventure,4.6
Kerala,Delhi,6613.0,5,City,3.9
Ladakh,Rajasthan,9087.5,1,Historical,4.9
Ladakh,Himachal,6031.0,2,City,4.2
Goa,Kerala,9087.5,6,Mountain,4.2
Goa,Himachal,11836.0,4,Adventure,4.2
Pune,Rajasthan,9087.5,6,Nature,4.2
Agra,Delhi,3329.0,4,City,4.2
Ladakh,Kerala,7335.0,4,City,4.6
Goa,Kerala,10084.0,4,Adventure,3.9
Jaipur,Ladakh,9087.5,6,Historical,4.2
Manali,Goa,9087.5,4,City,4.4
Pune,Rajasthan,11532.0,4,Mountain,4.2
Kerala,Ladakh,9087.5,2,City,3.6
Pune,Ladakh,7895.0,2,Adventure,4.5
Jaipur,Ladakh,13715.0,4,Historical,4.5
Shimla,Rajasthan,9087.5,4,City,4.2
Shimla,Maharashtra,11409.0,3,City,3.9
Agra,Goa,13140.0,4,Beach,3.7
Delhi,Delhi,3231.0,7,City,4.8
Mumbai,Goa,10235.0,5,Nature,3.8
Delhi,Ladakh,9087.5,4,Historical,4.2
Ladakh,Rajasthan,8106.0,4,City,4.2
Pune,Himachal,9087.5,4,Beach,4.2
Manali,Maharashtra,4122.0,3,Historical,4.2
Shimla,Rajasthan,11088.0,3,City,4.2
Delhi,Delhi,6300.0,4,City,4.2
Jaipur,Rajasthan,9087.5,1,Mountain,3.6
Shimla,Goa,9087.5,4,Mountain,4.2
Manali,Maharashtra,9087.5,6,Beach,3.9
Agra,Up,8520.0,4,Mountain,4.2
Kerala,Ladakh,9087.5,4,Mountain,4.2
Pune,Himachal,9257.0,4,Adventure,4.2
Goa,Delhi,12537.0,4,City,4.2
Shimla,Maharashtra,9087.5,4,Mountain,4.9
Kerala,Up,6640.0,5,Historical,4.2
Delhi,Delhi,5100.0,4,City,4.2
Mumbai,Himachal,9087.5,7,Mountain,4.5
Goa,Goa,9087.5,5,Adventure,4.5
Jaipur,Rajasthan,12982.0,5,Beach,4.2
Pune,Kerala,9087.5,4,City,4.2
Jaipur,Ladakh,9087.5,4,Nature,4.2
Goa,Delhi,9087.5,5,Beach,4.5
Manali,Rajasthan,10042.0,4,Historical,4.2
Jaipur,Ladakh,5998.0,3,Historical,4.2
Manali,Goa,5975.0,4,City,4.2
Mumbai,Delhi,9087.5,4,City,4.8
Pune,Himachal,13540.0,1,Historical,3.9
Delhi,Kerala,14382.0,1,Historical,4.3
Shimla,Rajasthan,5559.0,2,Beach,4.2
Shimla,Maharashtra,14366.0,4,Nature,3.8
Pune,Up,8965.0,4,Historical,4.2
Agra,Rajasthan,8659.0,7,City,4.2
Ladakh,Delhi,9087.5,4,Adventure,4.4
Mumbai,Delhi,14245.0,4,Beach,4.8
Delhi,Kerala,9087.5,3,Mountain,4.3
Pune,Goa,9087.5,4,Mountain,5.0
Pune,Delhi,5528.0,1,Historical,3.8
Ladakh,Delhi,4798.0,2,Historical,4.2
Delhi,Maharashtra,12723.0,1,Nature,4.2
Kerala,Himachal,9921.0,4,City,4.2
Ladakh,Maharashtra,4105.0,4,Mountain,4.8
Pune,Ladakh,14290.0,5,Adventure,3.6
Pune,Rajasthan,9087.5,1,Historical,4.2
Goa,Ladakh,9087.5,4,Mountain,4.4
Delhi,Ladakh,9087.5,4,Historical,3.9
Goa,Up,9087.5,5,City,4.2
Mumbai,Rajasthan,14239.0,2,Nature,4.2
Goa,Himachal,8542.0,4,City,4.7
Goa,Up,9087.5,4,Beach,4.9
Pune,Maharashtra,13398.0,5,City,4.2
Delhi,Ladakh,9087.5,4,City,4.2
Shimla,Up,9202.0,4,Nature,4.2
Kerala,Kerala,10605.0,4,Beach,4.5
Goa,Ladakh,8371.0,4,Nature,4.2
Jaipur,Delhi,8937.0,4,Historical,4.2
Agra,Rajasthan,9087.5,2,Historical,4.5
Ladakh,Delhi,9087.5,3,Beach,4.2
Ladakh,Kerala,10872.0,1,Adventure,4.5
Mumbai,Rajasthan,9087.5,4,Nature,4.2
Agra,Maharashtra,5636.0,4,Historical,4.3
Goa,Ladakh,9087.5,4,Historical,3.7
Agra,Rajasthan,9087.5,4,Historical,4.2
Ladakh,Up,9087.5,2,Historical,4.2
Shimla,Up,8228.0,4,City,3.7
Shimla,Kerala,9087.5,4,Historical,3.7
Shimla,Himachal,4629.0,4,Mountain,4.2
Goa,Kerala,9087.5,5,Mountain,4.2
Shimla,Goa,5218.0,4,City,4.5
Delhi,Goa,9087.5,4,City,4.8
Delhi,Maharashtra,4299.0,1,Adventure,3.9
Delhi,Delhi,9087.5,7,Adventure,4.3
Mumbai,Kerala,9087.5,6,Historical,4.3
Goa,Up,9087.5,4,Historical,4.2
Kerala,Goa,3869.0,5,City,4.6
Delhi,Rajasthan,9087.5,4,Adventure,4.2
Mumbai,Himachal,3168.0,5,Mountain,4.2
Shimla,Up,9087.5,4,Nature,4.2
Manali,Rajasthan,9087.5,4,Mountain,4.2
Jaipur,Delhi,9087.5,3,City,4.2
Shimla,Himachal,8618.0,6,Historical,5.0
Kerala,Ladakh,3575.0,4,Mountain,4.2
Pune,Up,9087.5,7,City,4.1
Ladakh,Up,9087.5,7,Beach,4.1
Ladakh,Up,4641.0,4,City,4.3
Delhi,Himachal,9087.5,3,Beach,4.3
Mumbai,Rajasthan,6253.0,4,Historical,4.3
Pune,Kerala,3201.0,1,City,4.2
Delhi,Delhi,6095.0,6,Historical,4.2
Mumbai,Kerala,14378.0,3,City,4.3
Jaipur,Rajasthan,13790.0,4,Mountain,4.2
Shimla,Up,11564.0,6,Adventure,4.2
Goa,Rajasthan,5560.0,2,Nature,4.3
Agra,Kerala,9087.5,7,Historical,4.1
Manali,Kerala,9418.0,7,Adventure,4.1
Agra,Kerala,4385.0,4,City,3.9
Goa,Goa,4145.0,5,Nature,4.2
Jaipur,Himachal,9087.5,3,Nature,4.2
Shimla,Kerala,4622.0,4,Nature,3.5
Kerala,Goa,9087.5,4,Historical,4.2
Kerala,Kerala,7304.0,4,Historical,4.8
Pune,Maharashtra,9087.5,4,Historical,4.2
Goa,Goa,9087.5,3,City,4.2
Pune,Maharashtra,9087.5,4,Adventure,4.2
Pune,Ladakh,9087.5,5,Historical,4.2
Pune,Goa,13288.0,4,Adventure,4.6
Ladakh,Up,9087.5,3,Adventure,4.1
Shimla,Rajasthan,4968.0,4,Beach,4.0
Delhi,Maharashtra,9087.5,4,Historical,4.8
Ladakh,Goa,8227.0,4,Historical,3.8
Jaipur,Himachal,4005.0,4,Nature,4.2
Ladakh,Kerala,4313.0,4,Beach,3.8
Ladakh,Up,13189.0,6,Historical,4.2
Mumbai,Up,6824.0,7,City,3.8
Shimla,Maharashtra,3498.0,4,Historical,4.2
Agra,Kerala,3628.0,4,Historical,4.0
Manali,Himachal,14313.0,4,Adventure,4.2
Ladakh,Goa,6758.0,4,Historical,4.2
Goa,Maharashtra,12646.0,5,City,4.2
Jaipur,Delhi,9087.5,1,City,4.2
Pune,Kerala,6659.0,4,Beach,4.2
Jaipur,Goa,9087.5,4,Adventure,4.2
Delhi,Maharashtra,9087.5,4,Mountain,3.9
Goa,Delhi,9087.5,1,City,3.9
Jaipur,Goa,12442.0,4,Historical,4.2
Shimla,Himachal,9087.5,6,Mountain,4.2
Mumbai,Delhi,9087.5,4,City,3.5
Pune,Kerala,9087.5,4,Adventure,3.9
Delhi,Kerala,9087.5,4,Nature,3.8
Agra,Kerala,11459.0,4,City,4.0
Kerala,Delhi,9087.5,5,Historical,4.2
Pune,Up,5658.0,4,Adventure,4.6
Mumbai,Maharashtra,8913.0,4,Nature,4.8
Pune,Delhi,11619.0,7,Nature,4.1
Shimla,Goa,9087.5,4,Adventure,4.5
Ladakh,Himachal,3437.0,4,Nature,4.2
Kerala,Rajasthan,9087.5,2,City,4.2
Mumbai,Kerala,9087.5,5,City,3.7
Agra,Up,10312.0,7,Beach,3.6
Goa,Himachal,9087.5,1,Historical,4.8
Pune,Himachal,9087.5,3,City,4.3
Manali,Delhi,14269.0,2,Nature,4.7
Jaipur,Delhi,12585.0,4,Historical,4.2
Mumbai,Up,7576.0,4,Historical,4.2
Jaipur,Goa,3616.0,1,Adventure,4.8
Jaipur,Himachal,9087.5,4,City,3.7
Kerala,Himachal,13002.0,5,Historical,4.2
Mumbai,Himachal,9087.5,2,City,3.8
Jaipur,Rajasthan,8620.0,2,Beach,4.0
Delhi,Goa,12729.0,4,Historical,4.9
Shimla,Ladakh,9087.5,4,City,4.2
Kerala,Goa,9087.5,4,City,3.6
Shimla,Goa,9087.5,5,Mountain,4.6
Agra,Delhi,14766.0,4,Mountain,4.9
Manali,Kerala,9087.5,6,City,4.2
Delhi,Himachal,9087.5,4,Beach,3.7
Kerala,Kerala,4445.0,3,Beach,4.1
Mumbai,Kerala,9087.5,6,Nature,4.2
Mumbai,Goa,9087.5,2,Adventure,3.8
Pune,Up,13578.0,7,Adventure,4.2
Pune,Up,10800.0,2,Historical,4.2
Pune,Kerala,9087.5,4,Nature,4.2
Ladakh,Up,9087.5,2,Historical,4.9
Kerala,Delhi,9087.5,1,City,5.0
Manali,Maharashtra,9087.5,7,Adventure,3.8
Manali,Ladakh,9087.5,7,Historical,3.6
Manali,Up,10982.0,4,Nature,4.2
Pune,Kerala,9087.5,4,Historical,4.2
Manali,Rajasthan,6503.0,4,Nature,4.3
Delhi,Up,9087.5,5,Historical,4.2
Shimla,Kerala,9087.5,1,City,4.2
Ladakh,Kerala,9087.5,4,City,4.2
Jaipur,Delhi,9087.5,4,City,3.9
Manali,Maharashtra,11745.0,2,Beach,4.2
Goa,Delhi,9087.5,4,City,4.6
Ladakh,Himachal,9087.5,4,Historical,4.2
Agra,Maharashtra,6407.0,4,Historical,4.2
Pune,Up,9569.0,7,City,4.2
Goa,Himachal,9087.5,4,Historical,4.9
Pune,Goa,11535.0,6,Nature,4.2
Mumbai,Ladakh,4202.0,4,Adventure,4.2
Pune,Himachal,10191.0,4,Adventure,4.5
Agra,Up,10771.0,3,Mountain,4.2
Delhi,Delhi,11738.0,7,City,4.6
Ladakh,Ladakh,8192.0,4,Historical,3.6
Kerala,Up,6566.0,4,Beach,3.9
Delhi,Ladakh,9087.5,5,City,4.2
Shimla,Himachal,9087.5,4,Mountain,3.5
Agra,Maharashtra,11904.0,6,Adventure,4.2
Shimla,Delhi,9087.5,4,Historical,4.2
Jaipur,Himachal,5133.0,7,Nature,4.6
Agra,Up,6779.0,1,Historical,4.2
Kerala,Kerala,9087.5,4,City,4.2
Mumbai,Goa,9087.5,4,Historical,3.8
Goa,Goa,4392.0,4,City,3.8
Mumbai,Rajasthan,8960.0,4,Adventure,4.2
Manali,Goa,9087.5,4,Mountain,3.7
Pune,Delhi,6767.0,3,Beach,4.5
Manali,Kerala,6738.0,3,Nature,3.6
Agra,Ladakh,9087.5,4,Historical,4.2
Goa,Maharashtra,10285.0,4,Adventure,4.2
Agra,Ladakh,5542.0,6,Historical,3.8
Pune,Delhi,6995.0,4,Historical,3.5
Goa,Ladakh,10878.0,7,Beach,4.1
Jaipur,Up,9087.5,4,City,4.5
Pune,Up,9087.5,6,City,4.2
Mumbai,Ladakh,7289.0,4,Mountain,4.2
Agra,Delhi,10883.0,2,City,4.2
Manali,Ladakh,5364.0,4,Nature,3.9
Mumbai,Ladakh,8071.0,4,Nature,4.2
Jaipur,Kerala,9087.5,4,Historical,4.2
Kerala,Rajasthan,9087.5,4,Historical,4.2
Shimla,Maharashtra,9087.5,6,Historical,4.3
Delhi,Delhi,9087.0,4,Mountain,4.2
Agra,Up,3413.0,3,Historical,4.2
Ladakh,Delhi,9087.5,3,City,4.2
Kerala,Goa,14263.0,4,City,4.2
Mumbai,Maharashtra,9087.5,4,Adventure,4.2
Delhi,Maharashtra,11382.0,4,City,4.9
